baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000169562	31.4222475415051	4.86771832205514	0.513554605573579	8.52173868182203	1.57175703299411e-17	4.4707557150995e-15
ENSG00000218582	32.797064048385	3.24773578052903	0.370839469911559	8.52209256532246	1.56696073130505e-17	4.4707557150995e-15
ENSG00000235587	22.4109013193228	4.34314718407716	0.451872478905892	8.52232530164659	1.5638142533599e-17	4.4707557150995e-15
ENSG00000109193	64.8048756288826	4.13616656955179	0.464006865102916	8.49147587821947	2.04029280232961e-17	5.67450768167915e-15
ENSG00000253837	126.72637295256	-2.34713086748371	0.276565793227316	-8.49273168752598	2.01835904671828e-17	5.67450768167915e-15
ENSG00000243746	35.3293608580934	3.23363502599794	0.377045157948169	8.42882353643596	3.4915764183787e-17	9.60413728883926e-15
ENSG00000139835	48.5003039536245	1.97746267937427	0.232471033424859	8.40505999159671	4.27642938722086e-17	1.16351417382093e-14
ENSG00000110090	9236.46968320868	1.01670599940391	0.121139944105394	8.3938579915063	4.70444322027018e-17	1.26620342200627e-14
ENSG00000204634	4210.2073278502	-1.0463609692168	0.124788151706989	-8.38483882887222	5.07953040723102e-17	1.35261410237659e-14
ENSG00000165496	25.0182554026423	3.47593977474057	0.399059515708015	8.35599541690462	6.48832291409217e-17	1.70957064065938e-14
ENSG00000119326	3390.41133079252	-0.98677582288813	0.118263792371242	-8.34451752337454	7.15052036851821e-17	1.82638970416282e-14
ENSG00000213486	23.4883270002742	4.5826485659897	0.470459041726641	8.34553235032473	7.08938101877415e-17	1.82638970416282e-14
ENSG00000231513	65.6919277785393	3.68094933113501	0.432584135897588	8.34451652255368	7.15058091997749e-17	1.82638970416282e-14
ENSG00000170373	48.9558358878228	3.96114859788942	0.459778052597384	8.33237483177689	7.92366130080704e-17	2.0034057173788e-14
ENSG00000156931	3768.36455593197	-0.672436543402675	0.0811170071668895	-8.29016978025066	1.13086931045719e-16	2.83067897100539e-14
ENSG00000065413	2153.15265636377	-1.45522527300499	0.175295839436186	-8.2727381314966	1.30917033469502e-16	3.24453887601495e-14
ENSG00000258932	93.2800418218072	2.35508433820391	0.284220875324041	8.25903838328483	1.46850705113252e-16	3.60374509773511e-14
ENSG00000227066	155.69758596591	-0.92274574617616	0.111652327303286	-8.25011922942359	1.58236574034467e-16	3.84545600452111e-14
ENSG00000126759	3639.74558045089	-1.78282651770467	0.215986979419519	-8.24529425040133	1.64754284832659e-16	3.96535048427527e-14
ENSG00000188176	100.965364755974	3.1454747150915	0.372235416876108	8.23465255004267	1.80079509484432e-16	4.29292400181412e-14
ENSG00000125848	224.264830941306	3.69478938394913	0.445303262556642	8.23198039405653	1.84143398822817e-16	4.34839001503201e-14
ENSG00000238122	85.2823501642461	1.91249863916359	0.229637497199905	8.22694311732715	1.92051603568987e-16	4.4927511111545e-14
ENSG00000248596	124.654659401342	1.70783307584328	0.206678338695538	8.21748900968626	2.07808275611906e-16	4.81634161744593e-14
ENSG00000075218	3990.66246902688	-0.618456912890349	0.0752420880031001	-8.21558383856678	2.1113447899299e-16	4.84853866392067e-14
ENSG00000136859	311.507890317397	2.95940149052498	0.354767591406614	8.20806784230208	2.24776204862938e-16	5.07627952075372e-14
ENSG00000152672	595.359585566833	-2.53927727071313	0.315494074591396	-8.2078908649501	2.25107677201735e-16	5.07627952075372e-14
ENSG00000080007	91.6139502149014	3.8175342457417	0.523999041933532	8.17773840624643	2.89220806329893e-16	6.46382678861032e-14
ENSG00000147168	7327.901067721	-1.38097493830134	0.169716673871523	-8.17060640316801	3.06843181500246e-16	6.79698378418818e-14
ENSG00000184588	2745.85117535645	-1.79022270313484	0.219948018044555	-8.15941287595212	3.36657009673715e-16	7.3919838676691e-14
ENSG00000239911	76.4184114337626	-1.75360284834686	0.214219050029771	-8.15676568542811	3.44115050270776e-16	7.49003810724157e-14
ENSG00000179460	26.997606400578	3.93792037343452	0.454410701880664	8.15412903674339	3.51705204124762e-16	7.58925255555768e-14
ENSG00000144619	139.3308143477	3.38095030800286	0.41232723212113	8.15208074660639	3.57715308804624e-16	7.65296743135774e-14
ENSG00000173848	11641.6146542582	0.853033610574653	0.104738496498835	8.13896239361565	3.98679774380845e-16	8.38601128783775e-14
ENSG00000214269	12.8931327546091	3.48002920711612	0.393652477734428	8.13996541656507	3.95390819542879e-16	8.38601128783775e-14
ENSG00000042980	1941.67204356329	-1.93222718500734	0.235933914842199	-8.09882180573282	5.54939988740898e-16	1.15755857151445e-13
ENSG00000168077	119.831757567166	2.72634253282665	0.332758863623856	8.0919697892015	5.8707472979847e-16	1.20939826118305e-13
ENSG00000196932	121.005665729232	2.23101777083264	0.27491783476334	8.09147696306153	5.89455426728187e-16	1.20939826118305e-13
ENSG00000227039	1102.05978963753	-1.78898012684441	0.220285508042625	-8.08670812877056	6.12989254842232e-16	1.24745805186633e-13
ENSG00000131724	15513.3717942774	-1.30060865347621	0.160356036165157	-8.08563013924535	6.18436011285429e-16	1.24839288697464e-13
ENSG00000153904	462.91772415251	1.84044533065136	0.22599878189955	8.08398913910737	6.26819169422213e-16	1.24974796868544e-13
ENSG00000237721	183.025715800181	-1.71565320199456	0.213394274977106	-8.08354778463509	6.29092901020197e-16	1.24974796868544e-13
ENSG00000180336	681.55793428827	2.14177897929991	0.256579195012543	8.07382467918189	6.81296822588629e-16	1.34279848552882e-13
ENSG00000183307	1815.03750146619	-2.09576416322763	0.262812349162665	-8.06470207369079	7.34146789298939e-16	1.43565845960482e-13
ENSG00000171004	119.955551741175	2.73700807417248	0.331502196625838	8.05781108863971	7.7672730814632e-16	1.4955585577085e-13
ENSG00000238142	216.8567531902	-1.55205242577632	0.192638658601155	-8.05814308028964	7.74621198391247e-16	1.4955585577085e-13
ENSG00000181541	89.1428538782672	3.76884094024708	0.457052672333232	8.05132404008055	8.19031042964326e-16	1.56497450659848e-13
ENSG00000230391	23.7040144877345	4.17814904713695	0.476390769967025	8.0482947646181	8.39555499948704e-16	1.59203891812242e-13
ENSG00000109113	4060.97633876231	-0.620301271820238	0.0770860349345997	-8.0441797633109	8.68249903709302e-16	1.63407243155997e-13
ENSG00000197429	582.885729430235	1.2216603246186	0.151607378611353	8.03986710974929	8.99359530047493e-16	1.67999017885215e-13
ENSG00000171522	930.40835615535	-2.13280067514158	0.26503184341147	-8.03047189204965	9.70984600873226e-16	1.80034929958946e-13
ENSG00000168329	4739.13156543347	-2.39947827159103	0.293008469412961	-8.02897895044965	9.82872181007384e-16	1.80899070314675e-13
ENSG00000118946	288.996757728402	2.18156768924295	0.268584838646745	8.0076810523385	1.16891583804422e-15	2.13570309066314e-13
ENSG00000164088	2124.63906186104	-1.27238216499143	0.15913168924314	-7.99807182636099	1.26382645895569e-15	2.27969492146781e-13
ENSG00000256594	751.898891321692	-1.00379788448878	0.125311640163635	-7.99786597040116	1.26594060997973e-15	2.27969492146781e-13
ENSG00000147027	120.085775421883	3.23811105678175	0.398234274081094	7.9961461515133	1.28373990442395e-15	2.29523525340257e-13
ENSG00000128833	488.885942166315	1.95150190273697	0.242566742637447	7.98898655358386	1.3605253196208e-15	2.39826121657945e-13
ENSG00000167703	5357.67812120258	-1.75471740587886	0.218288294573578	-7.98911041575696	1.35915923132347e-15	2.39826121657945e-13
ENSG00000262370	519.020481992361	-1.63471114153146	0.203605647614727	-7.97857194542445	1.48035992097361e-15	2.59125099174059e-13
ENSG00000126353	1877.62153877664	-3.07225902738721	0.409061849862858	-7.95784164891239	1.75066201679951e-15	3.04311256545199e-13
ENSG00000243979	50.6557260984845	3.79442557758559	0.473327735679402	7.93832244094691	2.0493402097438e-15	3.52641439712641e-13
ENSG00000251209	108.515095731611	1.28391096854244	0.161474231346045	7.93786710339621	2.05687548232374e-15	3.52641439712641e-13
ENSG00000091986	727.206795595493	2.9841139174497	0.373063726169103	7.92524659366692	2.27694029315244e-15	3.87714914815638e-13
ENSG00000227376	108.485191285461	1.76526158752164	0.22194729662093	7.91958792030599	2.3829901494528e-15	4.03031259668601e-13
ENSG00000077380	9922.8103925535	-0.589763602829248	0.0748469997491061	-7.8743838986963	3.4242601397008e-15	5.75252721858059e-13
ENSG00000258210	97.1666356911694	-1.44390313159041	0.183268141080682	-7.83418705397577	4.71885828549348e-15	7.87451611627916e-13
ENSG00000204434	25.36823246729	4.25321329686725	0.489967056180607	7.81042435024219	5.69957606677481e-15	9.44808533294307e-13
ENSG00000105808	3049.73497759083	-1.79443757479215	0.230454715309096	-7.79485750917755	6.44812001629161e-15	1.06186113241971e-12
ENSG00000108395	3848.10764871023	0.583445812876912	0.074845474298764	7.78317961949582	7.07241079614045e-15	1.15705565123001e-12
ENSG00000124882	261.199028678412	1.48682496107924	0.189516483769213	7.76175667745665	8.37609912460782e-15	1.36144244927311e-12
ENSG00000117543	2229.97847890559	-0.714488397840749	0.0921355472957595	-7.74757937852304	9.36607852875556e-15	1.51253104292439e-12
ENSG00000119333	793.773598815325	-1.15901579232405	0.1489530093716	-7.74501908902245	9.55674879603859e-15	1.53342935329258e-12
ENSG00000217644	23.747884429509	3.59176766001556	0.452406153884585	7.73076193256589	1.06904781997848e-14	1.70441630457842e-12
ENSG00000198771	6868.83761267153	-1.1709970659933	0.151805333204429	-7.70899738357275	1.26810013472501e-14	2.00897559951277e-12
ENSG00000172116	48.4490704579064	2.14180429963995	0.276658527347178	7.69363056982812	1.43017613243763e-14	2.25149300446831e-12
ENSG00000198909	4868.94683312995	-0.564500949190825	0.0733512474337118	-7.69051955473971	1.46538729295223e-14	2.29250683311796e-12
ENSG00000005844	10535.5450503605	-1.17718006368102	0.153207115855105	-7.68923322357746	1.48019427194318e-14	2.30128837397576e-12
ENSG00000139116	597.484125858518	1.98997495817525	0.260641933090819	7.6780862885782	1.61482711048323e-14	2.49510724706825e-12
ENSG00000126218	63.0044225998844	3.51564301864846	0.449219682756088	7.66549658663905	1.78140604094856e-14	2.73560580435481e-12
ENSG00000226637	45.240684622764	1.77819062538365	0.230317095240348	7.66315104139291	1.81425766925806e-14	2.76906608043894e-12
ENSG00000169896	4908.86426681519	-1.89422255638691	0.245603181251818	-7.66169848522574	1.8349001943859e-14	2.78359919791961e-12
ENSG00000147041	97.1141087507217	3.53457917320532	0.452030534148649	7.65942546783166	1.86766698975832e-14	2.79937559405032e-12
ENSG00000165556	54.8665859569408	4.00748679521788	0.493373998353062	7.65996625525494	1.85981944042627e-14	2.79937559405032e-12
ENSG00000216519	25.5407935108466	3.89271459474596	0.480979820711436	7.64868255900106	2.03048796980218e-14	3.02530621262609e-12
ENSG00000166002	851.820701577696	-0.832579664797792	0.10861906957905	-7.64475821636422	2.09338313781522e-14	3.10056055163625e-12
ENSG00000006453	241.395283058501	2.68244943999794	0.348275888412735	7.64376284239255	2.10963822696629e-14	3.10625614465842e-12
ENSG00000142192	23703.5754707647	0.884553996321212	0.115301918423924	7.64288788317186	2.12402936325511e-14	3.1091566661777e-12
ENSG00000130829	59.2806911832812	2.53446124277005	0.327223839397291	7.63895677333082	2.1898880721858e-14	3.18692374040016e-12
ENSG00000137161	7861.35089144429	-0.528629430496923	0.0693579648094398	-7.6130276386208	2.67748503655375e-14	3.87399583525877e-12
ENSG00000162639	2374.77327282973	0.812650715023814	0.106586392404167	7.60875785854117	2.76742670197518e-14	3.98111826305406e-12
ENSG00000144746	18728.2991224994	-0.550900416443666	0.0725273478853552	-7.59744473585022	3.02035133555469e-14	4.29559172046986e-12
ENSG00000270107	201.950884864016	-1.17813583864847	0.154875625505813	-7.59793206694584	3.00900205370103e-14	4.29559172046986e-12
ENSG00000176396	1221.39654159246	-0.530176173455834	0.0697716157402518	-7.59483946656205	3.08174241983724e-14	4.35814093282181e-12
ENSG00000184368	142.596830976107	1.91317177657258	0.251258881525129	7.59060277380242	3.18420711151681e-14	4.47774652856053e-12
ENSG00000101407	3352.23201054699	-0.812997327596505	0.107031147998416	-7.57736692161034	3.52638426425675e-14	4.93122483344193e-12
ENSG00000182578	42637.9413618032	-1.68012822505179	0.220579863824089	-7.56353860755037	3.92249320537024e-14	5.45466263464569e-12
ENSG00000090339	13645.5362878172	-1.3572895566664	0.17926003929758	-7.5570810969849	4.12214980158851e-14	5.66931492766824e-12
ENSG00000231965	16.5901076066879	3.67799063024161	0.451931206539148	7.55779425055451	4.09961838686515e-14	5.66931492766824e-12
ENSG00000235071	50.6269351187019	3.67036912151839	0.500062777131598	7.55047394789703	4.33677145884135e-14	5.93189761673541e-12
ENSG00000140937	1223.36231505045	3.29211914741507	0.428719574632007	7.53395867610297	4.92247106889946e-14	6.66023639597958e-12
ENSG00000164411	92.9343864032745	2.3084059121249	0.31173927433413	7.53434053657949	4.90808881381499e-14	6.66023639597958e-12
ENSG00000239329	741.498758365108	-2.42271931564766	0.326214921938246	-7.5283811174121	5.13732605868204e-14	6.91357035348764e-12
ENSG00000128872	1928.47052842013	-1.34071573535086	0.177712565281269	-7.51183025918183	5.83063596498039e-14	7.80463362777669e-12
ENSG00000261827	126.799864169219	-1.76920796905364	0.236474633958003	-7.49625056084186	6.56692055223173e-14	8.74343555015492e-12
ENSG00000110944	117.007216847736	-1.53309130340609	0.204834455777141	-7.49118934803365	6.82522672051138e-14	9.01228413705596e-12
ENSG00000262655	60.9085453696365	3.30180389669808	0.435829087639266	7.4908892340523	6.84085328608778e-14	9.01228413705596e-12
ENSG00000167208	3687.82224294528	-1.2167285862524	0.162233153447305	-7.48791917258097	6.99740950750975e-14	9.17027002002495e-12
ENSG00000135333	447.977335856008	3.45759097444481	0.457673975091384	7.47969259318599	7.44966628597078e-14	9.712114416882e-12
ENSG00000240388	20.6166112042633	3.70616986763373	0.469002898158642	7.45443852361502	9.02513462085411e-14	1.16867698190902e-11
ENSG00000244073	24.5353220366192	3.70732840372479	0.470457520501099	7.45396356990474	9.05770182934564e-14	1.16867698190902e-11
ENSG00000134900	13307.7144516011	-0.735093427401226	0.0985566635176369	-7.45272779537146	9.14298016244248e-14	1.17363044331332e-11
ENSG00000204128	82.3346662790397	3.72041998819559	0.471738862280103	7.43090464234308	1.0785744971069e-13	1.37743868556545e-11
ENSG00000269640	706.059067987973	-1.82704466441584	0.24431286097749	-7.43015268131741	1.08472397542849e-13	1.37826019436297e-11
ENSG00000129009	52.4142749223929	3.24551073147873	0.423821909868402	7.42324192115868	1.14287746335919e-13	1.44481645380524e-11
ENSG00000196664	737.122672163445	-2.14457797467491	0.278862634291257	-7.41493833408305	1.21681410622698e-13	1.53055647703354e-11
ENSG00000105122	1242.70214814038	-1.27985014586876	0.173148937776201	-7.41186109237536	1.24539167605062e-13	1.55866995216115e-11
ENSG00000251380	271.944247963775	-2.90854194801862	0.388184930541147	-7.38762742731221	1.49471862770791e-13	1.86140805821674e-11
ENSG00000125148	617.839315264448	-1.67960952126784	0.226518407017596	-7.37139442529795	1.68852455695217e-13	2.09234941510246e-11
ENSG00000179059	1222.40562302245	1.25488067736484	0.170551847748403	7.35671703138799	1.88488317901583e-13	2.32416309625346e-11
ENSG00000114013	10013.9317931081	-1.38591646583875	0.188556695845475	-7.35218696510646	1.94989796515941e-13	2.38087297394659e-11
ENSG00000158062	2580.90096375096	-1.132442102396	0.153666083991116	-7.35280115409129	1.94095579205023e-13	2.38087297394659e-11
ENSG00000108641	159.484724051031	1.13182874086218	0.153430095195523	7.33681750314508	2.18732536527336e-13	2.65781268049308e-11
ENSG00000255197	339.759734891742	-1.71794125463088	0.232680500681193	-7.33214686000207	2.26494692250263e-13	2.73883509261658e-11
ENSG00000166250	114.668931633845	3.45295223970448	0.457034710851441	7.33111036092533	2.28253597935558e-13	2.74683452400238e-11
ENSG00000125351	2703.53414031517	-0.54361145088178	0.0742161979978885	-7.31818943129119	2.51338905590221e-13	3.01017423245398e-11
ENSG00000102977	610.704919179885	-1.07348544197218	0.146560748597988	-7.30138796454797	2.84814183145213e-13	3.39484943728944e-11
ENSG00000078081	1340.98881762123	-2.56106440757302	0.361250063895624	-7.30061323737817	2.86459086831501e-13	3.39827365046412e-11
ENSG00000109625	179.858572206622	3.27247625957932	0.435161282111582	7.29403827195535	3.00799929730718e-13	3.55156747221207e-11
ENSG00000156886	133.573317388463	-1.96684291828167	0.267646424051326	-7.28438697935472	3.23136239430127e-13	3.79738178834531e-11
ENSG00000163586	40.4005855318415	3.70816529935504	0.513166609423409	7.26104755256555	3.84103871997234e-13	4.49275888783306e-11
ENSG00000124224	989.23790738231	-0.75390629779374	0.104054043787155	-7.2593477903767	3.88961203561564e-13	4.52841297039513e-11
ENSG00000154930	1533.28220068793	-1.81747717610809	0.248179378301921	-7.25462762790592	4.02768340658179e-13	4.66745108102541e-11
ENSG00000119686	2685.3208652777	-1.70976019110808	0.234913442886737	-7.24876162734823	4.2059935472413e-13	4.85162324797222e-11
ENSG00000223552	603.436733442824	-1.4098779159615	0.194988937482661	-7.23395446083396	4.69129140328373e-13	5.38659243649519e-11
